0.000000000000000000e+00,1.000000000000000000e+00
1.000050002500124966e-04,1.000000020001999390e+00
2.000100005000249933e-04,1.000000080007991121e+00
3.000150007500375035e-04,1.000000180017952767e+00
4.000200010000499865e-04,1.000000320031848799e+00
5.000250012500625238e-04,1.000000500049628593e+00
6.000300015000750069e-04,1.000000720071227756e+00
7.000350017500874900e-04,1.000000980096566572e+00
8.000400020000999731e-04,1.000001280125551339e+00
9.000450022501124562e-04,1.000001620158074811e+00
1.000050002500125048e-03,1.000002000194013752e+00
1.100055002750137531e-03,1.000002420233231826e+00
1.200060003000150014e-03,1.000002880275577821e+00
1.300065003250162497e-03,1.000003380320885649e+00
1.400070003500174980e-03,1.000003920368975452e+00
1.500075003750187463e-03,1.000004500419653164e+00
1.600080004000199946e-03,1.000005120472709619e+00
1.700085004250212429e-03,1.000005780527921662e+00
1.800090004500224912e-03,1.000006480585051705e+00
1.900095004750237395e-03,1.000007220643847949e+00
2.000100005000250095e-03,1.000008000704043498e+00
2.100105005250262578e-03,1.000008820765357687e+00
2.200110005500275061e-03,1.000009680827495417e+00
2.300115005750287545e-03,1.000010580890147383e+00
2.400120006000300028e-03,1.000011520952988509e+00
2.500125006250312511e-03,1.000012501015681510e+00
2.600130006500324994e-03,1.000013521077873335e+00
2.700135006750337477e-03,1.000014581139196501e+00
2.800140007000349960e-03,1.000015681199269535e+00
2.900145007250362443e-03,1.000016821257696531e+00
3.000150007500374926e-03,1.000018001314066929e+00
3.100155007750387409e-03,1.000019221367956179e+00
3.200160008000399892e-03,1.000020481418925300e+00
3.300165008250412375e-03,1.000021781466520210e+00
3.400170008500424858e-03,1.000023121510273283e+00
3.500175008750437342e-03,1.000024501549702238e+00
3.600180009000449825e-03,1.000025921584310362e+00
3.700185009250462308e-03,1.000027381613586508e+00
3.800190009500474791e-03,1.000028881637005318e+00
3.900195009750487274e-03,1.000030421654026558e+00
4.000200010000500191e-03,1.000032001664096670e+00
4.100205010250512240e-03,1.000033621666646555e+00
4.200210010500525157e-03,1.000035281661093123e+00
4.300215010750537206e-03,1.000036981646839296e+00
4.400220011000550123e-03,1.000038721623273341e+00
4.500225011250562172e-03,1.000040501589768871e+00
4.600230011500575089e-03,1.000042321545685509e+00
4.700235011750587139e-03,1.000044181490368445e+00
4.800240012000600055e-03,1.000046081423148214e+00
4.900245012250612105e-03,1.000048021343341587e+00
5.000250012500625021e-03,1.000050001250249787e+00
5.100255012750637071e-03,1.000052021143161607e+00
5.200260013000649988e-03,1.000054081021349406e+00
5.300265013250662037e-03,1.000056180884072443e+00
5.400270013500674954e-03,1.000058320730575101e+00
5.500275013750687003e-03,1.000060500560087773e+00
5.600280014000699920e-03,1.000062720371826197e+00
5.700285014250711969e-03,1.000064980164991679e+00
5.800290014500724886e-03,1.000067279938771758e+00
5.900295014750736936e-03,1.000069619692338430e+00
6.000300015000749852e-03,1.000071999424850810e+00
6.100305015250761902e-03,1.000074419135452697e+00
6.200310015500774818e-03,1.000076878823273452e+00
6.300315015750786868e-03,1.000079378487428894e+00
6.400320016000799785e-03,1.000081918127019964e+00
6.500325016250812701e-03,1.000084497741132949e+00
6.600330016500824751e-03,1.000087117328840591e+00
6.700335016750837668e-03,1.000089776889200310e+00
6.800340017000849717e-03,1.000092476421256205e+00
6.900345017250862634e-03,1.000095215924037273e+00
7.000350017500874683e-03,1.000097995396558970e+00
7.100355017750887600e-03,1.000100814837820984e+00
7.200360018000899649e-03,1.000103674246810570e+00
7.300365018250912566e-03,1.000106573622498773e+00
7.400370018500924615e-03,1.000109512963844205e+00
7.500375018750937532e-03,1.000112492269789266e+00
7.600380019000949582e-03,1.000115511539263258e+00
7.700385019250962498e-03,1.000118570771181048e+00
7.800390019500974548e-03,1.000121669964442628e+00
7.900395019750986597e-03,1.000124809117934221e+00
8.000400020001000381e-03,1.000127988230527176e+00
8.100405020251012431e-03,1.000131207301079517e+00
8.200410020501024480e-03,1.000134466328433502e+00
8.300415020751036529e-03,1.000137765311418736e+00
8.400420021001050314e-03,1.000141104248849278e+00
8.500425021251062363e-03,1.000144483139524976e+00
8.600430021501074412e-03,1.000147901982232135e+00
8.700435021751086462e-03,1.000151360775741738e+00
8.800440022001100246e-03,1.000154859518812112e+00
8.900445022251112295e-03,1.000158398210185151e+00
9.000450022501124345e-03,1.000161976848589651e+00
9.100455022751136394e-03,1.000165595432740862e+00
9.200460023001150178e-03,1.000169253961337823e+00
9.300465023251162228e-03,1.000172952433066920e+00
9.400470023501174277e-03,1.000176690846599437e+00
9.500475023751186326e-03,1.000180469200592892e+00
9.600480024001200111e-03,1.000184287493689927e+00
9.700485024251212160e-03,1.000188145724519639e+00
9.800490024501224209e-03,1.000192043891695803e+00
9.900495024751237993e-03,1.000195981993819316e+00
1.000050002500125004e-02,1.000199960029475754e+00
1.010050502525126209e-02,1.000203977997236482e+00
1.020051002550127414e-02,1.000208035895659320e+00
1.030051502575128793e-02,1.000212133723287433e+00
1.040052002600129998e-02,1.000216271478648888e+00
1.050052502625131202e-02,1.000220449160259317e+00
1.060053002650132407e-02,1.000224666766618364e+00
1.070053502675133786e-02,1.000228924296212574e+00
1.080054002700134991e-02,1.000233221747513390e+00
1.090054502725136196e-02,1.000237559118979158e+00
1.100055002750137401e-02,1.000241936409052457e+00
1.110055502775138779e-02,1.000246353616162986e+00
1.120056002800139984e-02,1.000250810738725571e+00
1.130056502825141189e-02,1.000255307775141045e+00
1.140057002850142394e-02,1.000259844723795366e+00
1.150057502875143772e-02,1.000264421583061392e+00
1.160058002900144977e-02,1.000269038351297102e+00
1.170058502925146182e-02,1.000273695026846044e+00
1.180059002950147387e-02,1.000278391608037998e+00
1.190059502975148766e-02,1.000283128093188312e+00
1.200060003000149970e-02,1.000287904480598788e+00
1.210060503025151175e-02,1.000292720768555466e+00
1.220061003050152380e-02,1.000297576955331946e+00
1.230061503075153759e-02,1.000302473039186513e+00
1.240062003100154964e-02,1.000307409018363680e+00
1.250062503125156169e-02,1.000312384891093531e+00
1.260063003150157374e-02,1.000317400655592603e+00
1.270063503175158752e-02,1.000322456310062336e+00
1.280064003200159957e-02,1.000327551852690844e+00
1.290064503225161162e-02,1.000332687281651145e+00
1.300065003250162540e-02,1.000337862595102711e+00
1.310065503275163745e-02,1.000343077791191471e+00
1.320066003300164950e-02,1.000348332868047363e+00
1.330066503325166155e-02,1.000353627823788338e+00
1.340067003350167534e-02,1.000358962656516582e+00
1.350067503375168738e-02,1.000364337364320733e+00
1.360068003400169943e-02,1.000369751945275221e+00
1.370068503425171148e-02,1.000375206397440708e+00
1.380069003450172527e-02,1.000380700718862759e+00
1.390069503475173732e-02,1.000386234907573391e+00
1.400070003500174937e-02,1.000391808961591300e+00
1.410070503525176142e-02,1.000397422878919640e+00
1.420071003550177520e-02,1.000403076657548240e+00
1.430071503575178725e-02,1.000408770295452276e+00
1.440072003600179930e-02,1.000414503790593823e+00
